census_tra,hournumber,shooting_count,robbery_count,assault_count
610700,11,1,2,3
610700,12,2,2,3
610700,13,4,3,3
610700,14,3,4,5
610700,15,4,6,5
610700,16,3,1,11
610700,17,5,0,9
610700,18,2,8,5
610700,19,6,2,5
610700,20,4,2,11
610700,21,9,6,11
610700,22,10,4,8
610700,23,12,2,8
610800,0,3,2,3
610800,1,9,1,3
610800,2,5,1,4
610800,3,2,2,1
610800,4,1,0,0
610800,5,0,0,0
610800,6,0,0,1
610800,7,0,0,0
610800,8,0,1,3
610800,9,0,1,1
610800,10,0,1,0
610800,11,0,0,1
610800,12,2,1,1
610800,13,3,1,1
610800,14,1,1,1
610800,15,3,2,0
610800,16,0,2,0
610800,17,1,4,3
610800,18,0,3,4
610800,19,2,1,3
610800,20,4,5,2
610800,21,4,2,6
610800,22,2,2,2
610800,23,3,3,2
610900,0,8,1,2
610900,1,4,3,2
610900,2,5,5,2
610900,3,7,1,1
610900,4,2,0,0
610900,5,4,1,4
610900,6,0,3,0
610900,7,2,4,2
610900,8,6,6,5
610900,9,3,1,3
610900,10,9,8,0
610900,11,11,15,4
610900,12,10,10,5
610900,13,7,8,6
610900,14,6,15,7
610900,15,12,6,6
610900,16,5,3,9
610900,17,9,2,6
610900,18,1,9,7
610900,19,0,1,2
610900,20,5,2,11
610900,21,4,4,4
610900,22,6,1,1
610900,23,10,3,4
611000,0,4,4,2
611000,1,6,5,3
611000,2,4,3,2
611000,3,4,3,2
611000,4,2,3,1
611000,5,1,3,4
611000,6,2,3,2
611000,7,2,3,5
611000,8,3,2,2
611000,9,2,5,7
611000,10,5,4,8
611000,11,7,8,5
611000,12,8,13,6
611000,13,5,7,2
611000,14,9,8,8
611000,15,9,4,4
611000,16,13,10,4
611000,17,9,5,6
611000,18,13,6,7
611000,19,8,4,4
611000,20,14,5,15
611000,21,11,6,4
611000,22,13,9,6
611000,23,10,7,5
611100,0,13,4,4
611100,1,16,2,4
611100,2,11,7,2
611100,3,10,6,4
611100,4,4,2,2
611100,5,3,2,3
611100,6,3,2,5
611100,7,1,2,1
611100,8,6,4,2
611100,9,2,0,4
611100,10,2,2,2
611100,11,5,1,6
611100,12,4,8,3
611100,13,7,3,6
611100,14,5,8,9
611100,15,9,6,8
611100,16,19,3,7
611100,17,9,4,8
611100,18,14,9,8
611100,19,9,4,5
611100,20,13,5,11
611100,21,15,9,8
611100,22,10,6,7
611100,23,12,6,3
611200,0,19,12,5
611200,1,18,7,7
611200,2,10,8,4
611200,3,13,7,3
611200,4,6,4,1
611200,5,6,6,1
611200,6,3,5,1
611200,7,3,7,4
611200,8,5,6,4
611200,9,11,7,8
611200,10,11,12,13
611200,11,6,13,9
611200,12,7,15,13
611200,13,15,15,10
611200,14,11,13,11
611200,15,9,17,15
611200,16,18,18,17
611200,17,12,25,12
611200,18,14,14,11
611200,19,19,17,9
611200,20,19,13,12
611200,21,22,9,9
611200,22,26,11,9
611200,23,18,15,6
611300,0,13,26,9
611300,1,13,21,7
611300,2,14,18,2
611300,3,5,9,7
611300,4,9,15,2
611300,5,1,8,1
611300,6,1,8,0
611300,7,0,4,2
611300,8,4,7,1
611300,9,5,5,5
611300,10,7,7,4
611300,11,5,21,8
611300,12,10,26,7
611300,13,8,17,5
611300,14,10,30,6
611300,15,20,32,6
611300,16,16,24,7
611300,17,20,25,11
611300,18,13,39,12
611300,19,19,23,16
611300,20,10,32,16
611300,21,22,33,7
611300,22,22,17,14
611300,23,18,30,4
611400,0,5,16,1
611400,1,11,12,2
611400,2,11,15,4
611400,3,11,15,0
611400,4,12,10,3
611400,5,1,6,0
611400,6,0,3,1
611400,7,0,4,1
611400,8,3,8,3
611400,9,4,9,8
611400,10,1,8,4
611400,11,3,13,9
611400,12,5,8,7
611400,13,11,8,6
611400,14,10,15,7
611400,15,11,11,7
611400,16,10,11,8
611400,17,4,11,8
611400,18,7,13,13
611400,19,16,12,7
611400,20,19,12,14
611400,21,14,24,6
611400,22,13,15,11
611400,23,5,15,4
611500,0,10,9,4
611500,1,9,11,1
611500,2,5,3,2
611500,3,4,7,0
611500,4,2,6,1
611500,5,2,4,2
611500,6,0,7,3
611500,7,1,7,2
611500,8,3,4,2
611500,9,5,5,1
611500,10,4,7,3
611500,11,6,5,8
611500,12,3,6,4
611500,13,6,6,2
611500,14,9,7,9
611500,15,9,13,6
611500,16,5,5,5
611500,17,7,8,9
611500,18,7,11,7
611500,19,12,8,3
611500,20,11,5,9
611500,21,9,15,5
611500,22,9,9,4
611500,23,6,7,2
611600,0,13,7,4
611600,1,15,12,6
611600,2,9,8,4
611600,3,7,6,1
611600,4,8,4,0
611600,5,4,7,1
611600,6,4,5,0
611600,7,0,3,0
611600,8,1,6,1
611600,9,1,2,5
611600,10,5,7,1
611600,11,4,11,7
611600,12,8,4,2
611600,13,3,9,6
611600,14,7,6,5
611600,15,9,10,7
611600,16,3,17,8
611600,17,6,4,1
611600,18,16,11,8
611600,19,8,10,6
611600,20,9,16,3
611600,21,12,9,4
611600,22,8,26,9
611600,23,12,12,7
611700,0,12,9,11
611700,1,17,7,4
611700,2,22,9,5
611700,3,6,11,4
611700,4,3,6,1
611700,5,5,3,1
611700,6,4,3,1
611700,7,0,1,6
611700,8,3,5,8
611700,9,3,5,0
611700,10,4,8,8
611700,11,12,10,7
611700,12,7,10,9
611700,13,15,12,11
611700,14,15,9,8
611700,15,19,11,13
611700,16,22,14,12
611700,17,13,14,6
611700,18,22,19,11
611700,19,19,19,18
611700,20,10,12,11
611700,21,30,18,13
611700,22,18,22,14
611700,23,27,10,7
611800,0,20,15,4
611800,1,24,21,7
611800,2,16,12,6
611800,3,9,16,2
611800,4,10,4,4
611800,5,3,11,2
611800,6,6,7,2
611800,7,2,9,3
611800,8,1,10,6
611800,9,6,11,7
611800,10,5,12,5
611800,11,9,6,7
611800,12,8,8,11
611800,13,12,12,14
611800,14,13,15,8
611800,15,10,23,9
611800,16,21,19,14
611800,17,21,12,13
611800,18,15,24,15
611800,19,18,16,13
611800,20,29,20,10
611800,21,22,27,9
611800,22,22,20,9
611800,23,10,14,10
611900,0,28,18,8
611900,1,17,20,8
611900,2,15,7,8
611900,3,11,11,6
611900,4,12,8,3
611900,5,5,6,4
611900,6,2,7,4
611900,7,6,6,1
611900,8,7,7,6
611900,9,8,8,2
611900,10,7,14,6
611900,11,9,13,12
611900,12,7,11,10
611900,13,18,20,15
611900,14,22,10,22
611900,15,19,21,10
611900,16,23,26,13
611900,17,23,25,12
611900,18,21,32,15
611900,19,34,17,22
611900,20,32,33,18
611900,21,31,18,14
611900,22,28,31,11
611900,23,17,20,16
612000,0,10,12,7
612000,1,11,11,8
612000,2,4,3,3
612000,3,4,1,1
612000,4,4,1,1
612000,5,2,3,0
612000,6,1,0,0
612000,7,2,2,0
612000,8,2,3,1
612000,9,2,3,5
612000,10,3,5,6
612000,11,6,7,3
612000,12,5,4,3
612000,13,7,3,6
612000,14,10,6,10
612000,15,6,8,10
612000,16,8,12,13
612000,17,12,8,13
612000,18,12,11,5
612000,19,11,5,8
612000,20,17,14,12
612000,21,15,9,14
612000,22,16,13,8
612000,23,9,10,7
612100,0,15,12,5
612100,1,7,8,2
612100,2,8,5,3
612100,3,9,8,2
612100,4,3,3,0
612100,5,3,6,0
612100,6,0,5,0
612100,7,1,1,4
612100,8,1,5,7
612100,9,1,3,4
612100,10,4,7,4
612100,11,3,7,8
612100,12,10,5,2
612100,13,8,11,7
612100,14,9,8,4
612100,15,11,14,8
612100,16,9,15,10
612100,17,12,15,9
612100,18,8,16,6
612100,19,20,15,13
612100,20,13,10,6
612100,21,16,14,6
612100,22,14,16,7
612100,23,21,16,7
612200,0,9,7,7
612200,1,10,5,4
612200,2,12,8,2
612200,3,9,11,3
612200,4,2,7,0
612200,5,1,1,1
612200,6,3,3,0
612200,7,4,3,0
612200,8,2,6,5
612200,9,0,4,3
612200,10,1,9,2
612200,11,5,11,7
612200,12,7,11,4
612200,13,9,13,2
612200,14,6,7,6
612200,15,8,10,7
612200,16,9,16,5
612200,17,10,15,5
612200,18,9,20,6
612200,19,12,14,6
612200,20,9,11,8
612200,21,8,14,11
612200,22,15,13,8
612200,23,9,5,7
620100,0,0,6,5
620100,1,4,4,3
620100,2,2,4,2
620100,3,2,4,1
620100,4,0,6,2
620100,5,2,3,0
620100,6,1,4,1
620100,7,1,3,1
620100,8,1,4,1
620100,9,1,3,1
620100,10,1,3,2
620100,11,3,3,2
620100,12,3,2,3
620100,13,1,8,2
620100,14,3,11,1
620100,15,3,14,5
620100,16,6,16,4
620100,17,4,10,3
620100,18,4,9,1
620100,19,1,7,5
620100,20,5,13,3
620100,21,3,11,6
620100,22,5,14,1
620100,23,0,6,3
620200,0,2,9,6
620200,1,1,12,1
620200,2,0,4,1
620200,3,3,6,1
620200,4,4,1,2
620200,5,0,0,0
620200,6,2,2,0
620200,7,1,4,0
620200,8,1,4,2
620200,9,2,4,0
620200,10,2,5,1
620200,11,0,8,2
620200,12,1,11,5
620200,13,8,10,2
620200,14,1,12,4
620200,15,3,6,6
620200,16,5,9,3
620200,17,2,10,3
620200,18,5,8,3
620200,19,3,5,4
620200,20,3,15,4
620200,21,6,8,5
620200,22,2,9,3
620200,23,7,9,0
620300,0,5,12,5
620300,1,2,6,1
620300,2,2,5,2
620300,3,5,6,2
620300,4,1,7,0
620300,5,1,6,1
620300,6,0,6,1
620300,7,0,2,0
620300,8,1,8,2
620300,9,3,7,1
620300,10,2,7,1
620300,11,1,7,1
620300,12,2,10,4
620300,13,3,7,2
620300,14,5,8,2
620300,15,8,17,4
620300,16,5,13,4
620300,17,5,20,4
620300,18,3,15,5
620300,19,5,18,4
620300,20,4,14,7
620300,21,4,16,3
620300,22,11,7,4
620300,23,4,7,8
620400,0,2,5,4
620400,1,10,4,5
620400,2,3,3,0
620400,3,3,1,3
620400,4,5,1,1
620400,5,0,2,1
620400,6,1,0,1
620400,7,0,1,1
620400,8,0,1,3
620400,9,1,4,2
620400,10,1,3,1
620400,11,3,4,0
620400,12,1,2,1
620400,13,1,6,5
620400,14,5,8,6
620400,15,7,8,2
620400,16,2,9,3
620400,17,1,4,6
620400,18,6,8,4
620400,19,4,4,5
620400,20,6,9,3
620400,21,5,5,8
620400,22,7,4,5
620400,23,3,5,3
630100,0,4,3,2
630100,1,4,3,1
630100,2,3,1,1
630100,3,2,2,1
630100,4,0,3,1
630100,5,0,4,1
630100,6,1,3,1
630100,7,0,2,0
630100,8,2,1,0
630100,9,1,3,3
630100,10,1,7,3
630100,11,2,3,2
630100,12,3,5,4
630100,13,4,2,1
630100,14,4,4,3
630100,15,5,4,5
630100,16,3,6,0
630100,17,6,6,3
630100,18,7,7,1
630100,19,7,7,5
630100,20,5,6,4
630100,21,5,9,2
630100,22,9,6,2
630100,23,3,7,2
630200,0,7,4,0
630200,1,2,8,2
630200,2,3,2,0
630200,3,6,3,0
630200,4,2,2,1
630200,5,2,1,1
630200,6,1,2,0
630200,7,0,2,0
630200,8,0,1,2
630200,9,2,0,1
630200,10,0,1,1
630200,11,0,4,0
630200,12,1,4,2
630200,13,3,4,3
630200,14,1,6,1
630200,15,2,5,3
630200,16,4,2,3
630200,17,2,2,3
630200,18,4,11,4
630200,19,3,4,1
630200,20,5,8,3
630200,21,0,9,2
630200,22,6,8,4
630200,23,6,0,3
630300,0,15,14,3
630300,1,15,13,5
630300,2,13,7,5
630300,3,5,8,2
630300,4,9,5,2
630300,5,4,1,1
630300,6,5,5,2
630300,7,1,4,0
630300,8,0,6,2
630300,9,2,11,1
630300,10,2,9,1
630300,11,4,11,6
630300,12,2,4,1
630300,13,5,6,10
630300,14,5,11,4
630300,15,9,14,3
630300,16,8,13,8
630300,17,9,21,4
630300,18,4,11,8
630300,19,11,22,10
630300,20,7,14,3
630300,21,11,11,8
630300,22,12,8,8
630300,23,11,18,10
630400,0,11,12,1
630400,1,11,6,3
630400,2,5,9,4
630400,3,8,9,1
630400,4,4,3,1
630400,5,3,7,1
630400,6,2,5,3
630400,7,0,0,1
630400,8,2,3,2
630400,9,2,5,0
630400,10,1,2,3
630400,11,2,8,1
630400,12,2,6,6
630400,13,4,13,5
630400,14,5,9,5
630400,15,11,10,6
630400,16,4,8,3
630400,17,9,10,5
630400,18,11,13,8
630400,19,10,7,3
630400,20,8,14,7
630400,21,19,8,9
630400,22,15,12,6
630400,23,11,11,13
630500,0,11,13,6
630500,1,5,10,2
630500,2,13,14,3
630500,3,11,8,1
630500,4,11,10,3
630500,5,3,3,1
630500,6,2,4,1
630500,7,2,7,2
630500,8,4,6,1
630500,9,0,8,2
630500,10,0,7,4
630500,11,3,14,5
630500,12,3,7,4
630500,13,2,3,3
630500,14,4,11,9
630500,15,8,11,3
630500,16,8,9,9
630500,17,12,7,4
630500,18,10,17,7
630500,19,16,10,10
630500,20,13,13,7
630500,21,13,8,8
630500,22,12,13,4
630500,23,13,11,3
630600,0,3,1,2
630600,1,2,1,0
630600,2,0,1,1
630600,3,2,1,1
630600,4,0,1,1
630600,5,0,2,1
630600,6,0,2,0
630600,7,0,2,0
630600,8,0,3,1
630600,9,0,7,2
630600,10,1,6,1
630600,11,0,6,0
630600,12,1,6,0
630600,13,2,2,1
630600,14,1,5,1
630600,15,1,3,1
630600,16,0,3,2
630600,17,1,6,3
630600,18,1,12,0
630600,19,1,4,3
630600,20,0,5,0
630600,21,0,2,3
630600,22,1,3,0
630600,23,0,3,1
630700,0,13,14,6
630700,1,11,13,3
630700,2,17,13,3
630700,3,21,12,3
630700,4,15,9,3
630700,5,3,8,2
630700,6,3,11,1
630700,7,4,9,2
630700,8,6,13,8
630700,9,11,11,9
630700,10,6,19,6
630700,11,10,16,12
630700,12,10,23,7
630700,13,11,21,13
630700,14,21,39,10
630700,15,27,31,18
630700,16,26,40,20
630700,17,9,25,5
630700,18,22,21,14
630700,19,22,28,9
630700,20,19,26,11
630700,21,23,22,8
630700,22,20,14,5
630700,23,13,17,9
630800,0,15,17,5
630800,1,9,11,3
630800,2,20,15,6
630800,3,10,9,6
630800,4,8,7,5
630800,5,1,8,0
630800,6,0,8,0
630800,7,2,6,0
630800,8,3,8,2
630800,9,2,4,2
630800,10,1,11,1
630800,11,3,12,5
630800,12,7,18,5
630800,13,3,23,5
630800,14,8,14,5
630800,15,10,18,10
630800,16,21,11,5
630800,17,14,20,4
630800,18,13,25,9
630800,19,12,20,13
630800,20,13,13,12
630800,21,16,21,7
630800,22,14,22,7
630800,23,14,24,6
630900,0,9,10,6
630900,1,9,9,3
630900,2,6,12,4
630900,3,7,7,1
630900,4,3,7,3
630900,5,2,1,1
630900,6,0,1,3
630900,7,0,1,0
630900,8,0,2,0
630900,9,0,0,0
630900,10,2,3,0
630900,11,0,7,2
630900,12,3,10,3
630900,13,9,8,5
630900,14,9,11,7
630900,15,6,20,3
630900,16,7,13,8
630900,17,8,6,1
630900,18,11,18,4
630900,19,13,15,7
630900,20,8,8,8
630900,21,7,18,6
630900,22,4,10,6
630900,23,12,13,4
640100,0,5,3,1
640100,1,0,2,1
640100,2,2,3,1
640100,3,1,1,1
640100,4,1,2,0
640100,5,1,2,2
640100,6,2,1,0
640100,7,0,0,0
640100,8,0,0,1
640100,9,0,1,0
640100,10,0,1,0
640100,11,1,1,0
640100,12,0,0,0
640100,13,2,2,2
640100,14,2,1,0
640100,15,1,2,1
640100,16,1,3,5
640100,17,1,3,2
640100,18,0,0,0
640100,19,0,2,3
640100,20,3,2,4
640100,21,0,3,1
640100,22,4,3,2
640100,23,1,1,0
640200,0,0,0,1
640200,1,0,0,0
640200,2,0,1,0
640200,3,0,0,0
640200,4,0,0,0
640200,5,0,0,0
640200,6,0,0,0
640200,7,0,0,0
640200,8,0,0,0
640200,9,0,1,1
640200,10,0,0,0
640200,11,0,0,1
640200,12,0,1,0
640200,13,1,0,0
640200,14,1,0,0
640200,15,0,0,0
640200,16,0,0,0
640200,17,1,0,0
640200,18,0,1,0
640200,19,0,0,0
640200,20,0,1,0
640200,21,0,0,0
640200,22,0,0,0
640200,23,0,2,0
640300,0,3,4,1
640300,1,3,5,1
640300,2,7,1,5
640300,3,12,4,4
640300,4,6,2,4
640300,5,3,0,1
640300,6,1,2,0
640300,7,2,0,4
640300,8,0,1,2
640300,9,0,1,2
640300,10,0,2,4
640300,11,1,2,3
640300,12,0,1,4
640300,13,0,2,3
640300,14,4,2,1
640300,15,1,4,5
640300,16,2,5,2
640300,17,2,4,4
640300,18,5,3,5
640300,19,5,6,5
640300,20,8,4,6
640300,21,3,9,2
640300,22,2,8,1
640300,23,3,6,3
640400,0,1,1,2
640400,1,1,1,3
640400,2,4,3,0
640400,3,3,3,1
640400,4,2,0,1
640400,5,1,0,0
640400,6,0,0,2
640400,7,1,0,1
640400,8,0,0,0
640400,9,1,0,0
640400,10,0,0,0
640400,11,0,1,0
640400,12,1,2,3
640400,13,1,1,2
640400,14,1,1,4
640400,15,0,0,2
640400,16,0,1,1
640400,17,0,2,4
640400,18,2,0,3
640400,19,1,1,4
640400,20,1,3,3
640400,21,0,3,1
640400,22,3,2,1
640400,23,2,3,3
640500,0,1,1,0
640500,1,2,6,3
640500,2,1,1,0
640500,3,2,1,0
640500,4,2,0,0
640500,5,0,0,0
640500,6,0,0,0
640500,7,0,0,0
640500,8,0,0,1
640500,9,0,0,1
640500,10,0,1,0
640500,11,0,2,1
640500,12,2,0,0
640500,13,1,0,2
640500,14,1,1,0
640500,15,0,1,0
640500,16,1,2,2
640500,17,0,3,2
640500,18,2,2,1
640500,19,2,1,1
640500,20,0,0,0
640500,21,1,1,4
640500,22,1,2,2
640500,23,3,1,0
640600,0,5,3,2
640600,1,6,2,2
640600,2,3,2,0
640600,3,6,3,3
640600,4,4,4,1
640600,5,0,0,2
640600,6,0,1,1
640600,7,0,0,1
640600,8,2,1,0
640600,9,1,3,1
640600,10,1,1,0
640600,11,0,0,0
640600,12,0,0,0
640600,13,3,2,1
640600,14,2,4,5
640600,15,1,4,4
640600,16,0,2,1
640600,17,3,3,6
640600,18,3,3,0
640600,19,2,4,2
640600,20,2,2,4
640600,21,3,2,1
640600,22,3,5,1
640600,23,2,3,3
640700,0,5,2,3
640700,1,1,1,2
640700,2,2,0,1
640700,3,6,1,2
640700,4,1,0,3
640700,5,1,0,0
640700,6,0,2,0
640700,7,0,1,0
640700,8,1,3,0
640700,9,0,1,1
640700,10,1,0,0
640700,11,1,0,1
640700,12,2,2,4
640700,13,5,0,1
640700,14,3,4,1
640700,15,3,1,6
640700,16,1,3,3
640700,17,6,1,5
640700,18,4,4,3
640700,19,3,2,2
640700,20,5,4,5
640700,21,5,3,5
640700,22,4,7,1
640700,23,3,4,7
640800,0,3,0,0
640800,1,1,1,1
640800,2,1,0,2
640800,3,1,1,0
640800,4,2,0,1
640800,5,2,1,0
640800,6,1,0,0
640800,7,1,1,0
640800,8,0,0,1
640800,9,0,1,1
640800,10,0,0,0
640800,11,0,0,0
640800,12,0,1,1
640800,13,1,1,0
640800,14,2,4,1
640800,15,0,5,1
640800,16,1,1,1
640800,17,0,3,1
640800,18,3,4,3
640800,19,3,0,2
640800,20,2,1,1
640800,21,3,3,4
640800,22,3,5,1
640800,23,1,3,2
650100,0,3,2,2
650100,1,4,11,4
650100,2,5,4,3
650100,3,4,1,1
650100,4,4,1,3
650100,5,1,3,1
650100,6,3,4,1
650100,7,2,0,1
650100,8,4,3,1
650100,9,1,5,1
650100,10,4,6,1
650100,11,4,8,1
650100,12,4,7,3
650100,13,7,11,7
650100,14,10,15,3
650100,15,7,17,7
650100,16,5,9,4
650100,17,4,13,4
650100,18,5,16,6
650100,19,4,9,4
650100,20,7,8,12
650100,21,7,6,2
650100,22,8,4,8
650100,23,3,10,2
650200,0,1,10,3
650200,1,1,8,0
650200,2,6,9,3
650200,3,1,5,1
650200,4,5,0,2
650200,5,2,2,1
650200,6,1,5,0
650200,7,0,2,2
650200,8,1,10,1
650200,9,1,4,1
650200,10,1,5,2
650200,11,3,9,3
650200,12,1,10,0
650200,13,2,10,3
650200,14,1,15,5
650200,15,3,21,4
650200,16,3,14,5
650200,17,1,15,3
650200,18,7,20,5
650200,19,5,23,4
650200,20,11,17,8
650200,21,3,15,2
650200,22,5,11,4
650200,23,4,18,3
650300,0,6,10,3
650300,1,8,8,11
650300,2,8,5,4
650300,3,5,0,2
650300,4,2,5,3
650300,5,4,4,1
650300,6,0,1,1
650300,7,2,6,3
650300,8,1,5,1
650300,9,3,15,4
650300,10,2,15,2
650300,11,2,9,4
650300,12,8,8,2
650300,13,4,14,5
650300,14,4,26,10
650300,15,6,22,6
650300,16,9,22,10
650300,17,8,29,7
650300,18,6,27,6
650300,19,9,23,8
650300,20,9,16,6
650300,21,13,27,5
650300,22,9,24,9
650300,23,9,18,5
650400,0,5,3,1
650400,1,5,4,0
650400,2,3,3,3
650400,3,4,1,3
650400,4,1,3,2
650400,5,2,2,1
650400,6,0,6,1
650400,7,0,3,2
650400,8,1,6,1
650400,9,1,9,0
650400,10,1,8,2
650400,11,0,7,1
650400,12,1,10,3
650400,13,2,7,3
650400,14,2,13,10
650400,15,7,13,5
650400,16,4,19,3
650400,17,2,27,10
650400,18,6,21,12
650400,19,8,26,8
650400,20,5,24,10
650400,21,5,13,8
650400,22,7,14,4
650400,23,2,12,5
650500,0,9,10,4
650500,1,6,5,0
650500,2,8,3,2
650500,3,2,2,3
650500,4,0,3,1
650500,5,0,5,1
650500,6,2,1,1
650500,7,0,5,0
650500,8,2,9,2
650500,9,0,3,3
650500,10,2,15,0
650500,11,3,5,3
650500,12,3,13,3
650500,13,2,16,10
650500,14,2,19,10
650500,15,5,18,4
650500,16,9,21,6
650500,17,5,23,8
650500,18,12,15,3
650500,19,10,30,7
650500,20,5,30,5
650500,21,7,19,7
650500,22,6,11,4
650500,23,9,12,4
660100,0,0,2,3
660100,1,1,3,0
660100,2,0,1,0
660100,3,1,3,0
660100,4,2,0,0
660100,5,0,2,0
660100,6,0,5,0
660100,7,1,4,0
660100,8,0,6,0
660100,9,2,10,1
660100,10,1,10,0
660100,11,1,5,2
660100,12,3,11,3
660100,13,3,11,0
660100,14,2,12,2
660100,15,3,14,2
660100,16,5,10,4
660100,17,2,14,1
660100,18,1,15,3
660100,19,1,10,1
660100,20,2,9,0
660100,21,2,11,0
660100,22,4,7,4
660100,23,2,10,3
660200,0,20,29,6
660200,1,28,31,6
660200,2,18,28,9
660200,3,16,25,5
660200,4,9,17,4
660200,5,6,17,3
660200,6,9,15,6
660200,7,4,19,4
660200,8,6,30,10
660200,9,9,30,10
660200,10,3,27,7
660200,11,22,50,16
660200,12,13,44,17
660200,13,11,40,18
660200,14,25,57,22
660200,15,21,62,22
660200,16,24,56,24
660200,17,26,43,26
660200,18,34,61,24
660200,19,29,51,30
660200,20,43,34,28
660200,21,33,66,20
660200,22,31,57,15
660200,23,25,52,17
660300,0,28,32,11
660300,1,14,33,10
660300,2,15,34,5
660300,3,18,36,5
660300,4,10,32,3
660300,5,12,22,3
660300,6,3,14,4
660300,7,7,13,3
660300,8,4,15,7
660300,9,5,25,7
660300,10,6,36,7
660300,11,9,28,11
660300,12,8,27,11
660300,13,13,27,16
660300,14,11,28,11
660300,15,25,31,10
660300,16,22,38,8
660300,17,29,48,20
660300,18,24,59,20
660300,19,18,55,15
660300,20,29,58,20
660300,21,25,53,22
660300,22,30,41,24
660300,23,24,39,11
660400,0,10,13,4
660400,1,11,13,6
660400,2,5,10,5
660400,3,7,6,3
660400,4,3,5,0
660400,5,2,2,2
660400,6,0,2,1
660400,7,2,5,3
660400,8,0,6,3
660400,9,0,9,1
660400,10,3,2,4
660400,11,2,9,3
660400,12,4,9,3
660400,13,2,11,4
660400,14,7,13,5
660400,15,7,14,5
660400,16,5,18,7
660400,17,6,16,5
660400,18,10,12,7
660400,19,12,17,7
660400,20,3,17,8
660400,21,7,19,13
660400,22,9,13,12
660400,23,13,17,1
660500,0,13,10,6
660500,1,8,13,2
660500,2,8,10,2
660500,3,8,11,1
660500,4,5,11,1
660500,5,3,9,1
660500,6,3,5,1
660500,7,0,3,3
660500,8,2,10,3
660500,9,3,10,3
660500,10,3,8,3
660500,11,4,11,10
660500,12,1,12,4
660500,13,3,9,4
660500,14,9,9,4
660500,15,3,20,13
660500,16,7,16,4
660500,17,9,23,8
660500,18,12,22,6
660500,19,13,27,5
660500,20,6,19,10
660500,21,14,11,11
660500,22,11,16,15
660500,23,10,22,4
660600,0,29,51,16
660600,1,32,45,10
660600,2,20,40,10
660600,3,12,23,10
660600,4,15,36,4
660600,5,6,18,5
660600,6,4,14,1
660600,7,9,31,8
660600,8,7,38,11
660600,9,17,48,16
660600,10,14,43,16
660600,11,15,54,18
660600,12,25,62,21
660600,13,19,56,26
660600,14,30,60,25
660600,15,24,64,30
660600,16,30,61,28
660600,17,49,77,27
660600,18,38,65,22
660600,19,33,70,24
660600,20,48,74,25
660600,21,39,73,24
660600,22,38,58,18
660600,23,33,53,24
660700,0,12,14,3
660700,1,17,18,9
660700,2,17,13,5
660700,3,12,15,2
660700,4,3,5,1
660700,5,1,6,2
660700,6,2,5,0
660700,7,3,10,0
660700,8,1,10,4
660700,9,3,10,7
660700,10,2,15,4
660700,11,5,7,8
660700,12,11,15,6
660700,13,16,14,8
660700,14,11,24,14
660700,15,13,23,6
660700,16,17,28,9
660700,17,9,30,5
660700,18,18,26,12
660700,19,14,18,7
660700,20,13,29,9
660700,21,15,25,11
660700,22,20,19,12
660700,23,17,18,5
660800,0,18,32,9
660800,1,14,31,7
660800,2,14,26,7
660800,3,11,23,4
660800,4,5,15,3
660800,5,5,12,1
660800,6,3,8,2
660800,7,3,11,6
660800,8,5,18,14
660800,9,7,25,7
660800,10,9,25,9
660800,11,6,24,14
660800,12,9,44,9
660800,13,8,25,14
660800,14,17,33,22
660800,15,18,37,17
660800,16,22,47,22
660800,17,23,50,16
660800,18,31,49,19
660800,19,14,49,18
660800,20,30,61,19
660800,21,20,53,16
660800,22,15,41,20
660800,23,32,36,19
660900,0,32,37,11
660900,1,22,32,6
660900,2,27,25,5
660900,3,14,22,10
660900,4,8,15,4
660900,5,6,17,3
660900,6,3,18,5
660900,7,3,11,6
660900,8,10,15,12
660900,9,14,22,9
660900,10,6,26,12
660900,11,12,37,10
660900,12,15,36,19
660900,13,11,46,12
660900,14,23,38,19
660900,15,25,46,26
660900,16,29,50,14
660900,17,21,58,13
660900,18,21,66,26
660900,19,30,50,22
660900,20,38,66,18
660900,21,28,59,17
660900,22,27,55,18
660900,23,28,39,15
661000,0,27,41,13
661000,1,23,31,20
661000,2,18,20,7
661000,3,21,19,8
661000,4,8,19,2
661000,5,4,10,3
661000,6,1,10,4
661000,7,3,14,6
661000,8,7,7,9
661000,9,5,18,11
661000,10,4,20,12
661000,11,16,23,12
661000,12,12,25,19
661000,13,14,28,16
661000,14,16,40,11
661000,15,25,30,12
661000,16,20,35,22
661000,17,22,38,16
661000,18,28,47,18
661000,19,32,41,23
661000,20,34,45,20
661000,21,17,40,15
661000,22,18,37,19
661000,23,29,32,13
661100,0,7,19,6
661100,1,5,14,2
661100,2,9,16,2
661100,3,4,13,1
661100,4,4,16,0
661100,5,2,5,2
661100,6,2,3,2
661100,7,1,11,1
661100,8,3,8,2
661100,9,3,11,4
661100,10,1,20,5
661100,11,1,14,5
661100,12,5,19,8
661100,13,2,17,6
661100,14,5,11,2
661100,15,14,18,8
661100,16,12,26,9
661100,17,7,29,19
661100,18,10,24,6
661100,19,16,36,11
661100,20,17,31,9
661100,21,11,24,8
661100,22,10,40,10
661100,23,9,21,9
670100,0,9,3,4
670100,1,5,10,5
670100,2,11,9,3
670100,3,5,5,1
670100,4,4,4,1
670100,5,4,4,3
670100,6,2,5,0
670100,7,1,2,2
670100,8,2,6,3
